"movieId","month_idx","source","tstamp"
10,2,1,"2023-05-01 00:02:01"
10,3,1,"2023-06-01 00:01:40"
10,4,1,"2023-07-01 00:01:56"
10,5,1,"2023-08-01 00:01:40"
11,0,1,"2023-02-27 19:30:03"
11,1,1,"2023-04-01 00:01:47"
11,2,1,"2023-05-01 00:02:01"
11,3,1,"2023-06-01 00:01:40"
11,4,1,"2023-07-01 00:01:56"
11,5,1,"2023-08-01 00:01:40"
12,0,1,"2023-02-27 19:30:03"
12,1,1,"2023-04-01 00:01:47"
12,2,1,"2023-05-01 00:02:01"
12,3,1,"2023-06-01 00:01:40"
13,0,1,"2023-02-27 19:30:03"
13,1,1,"2023-04-01 00:01:47"
13,2,1,"2023-05-01 00:02:01"
13,3,1,"2023-06-01 00:01:40"
14,0,1,"2023-02-27 19:30:03"
14,1,1,"2023-04-01 00:01:47"
14,2,1,"2023-05-01 00:02:01"
14,3,1,"2023-06-01 00:01:40"
15,0,1,"2023-02-27 19:30:03"
15,1,1,"2023-04-01 00:01:47"
15,2,1,"2023-05-01 00:02:01"
15,3,1,"2023-06-01 00:01:40"
16,0,1,"2023-02-27 19:30:03"
16,1,1,"2023-04-01 00:01:47"
16,2,1,"2023-05-01 00:02:01"
16,3,1,"2023-06-01 00:01:40"
16,4,1,"2023-07-01 00:01:56"
16,5,1,"2023-08-01 00:01:40"
17,0,1,"2023-02-27 19:30:03"
17,1,1,"2023-04-01 00:01:47"
17,2,1,"2023-05-01 00:02:01"
17,3,1,"2023-06-01 00:01:40"
17,4,1,"2023-07-01 00:01:56"
17,5,1,"2023-08-01 00:01:40"
18,0,1,"2023-02-27 19:30:03"
18,1,1,"2023-04-01 00:01:47"
18,2,1,"2023-05-01 00:02:01"
18,3,1,"2023-06-01 00:01:40"
19,0,1,"2023-02-27 19:30:03"
19,1,1,"2023-04-01 00:01:47"
19,2,1,"2023-05-01 00:02:01"
19,3,1,"2023-06-01 00:01:40"
19,4,1,"2023-07-01 00:01:56"
19,5,1,"2023-08-01 00:01:40"
20,0,1,"2023-02-27 19:30:03"
20,1,1,"2023-04-01 00:01:47"
20,2,1,"2023-05-01 00:02:01"
20,3,1,"2023-06-01 00:01:40"
21,0,1,"2023-02-27 19:30:03"
21,1,1,"2023-04-01 00:01:47"
21,2,1,"2023-05-01 00:02:01"
21,3,1,"2023-06-01 00:01:40"
21,4,1,"2023-07-01 00:01:56"
21,5,1,"2023-08-01 00:01:40"
22,0,1,"2023-02-27 19:30:03"
22,1,1,"2023-04-01 00:01:47"
22,2,1,"2023-05-01 00:02:01"
22,3,1,"2023-06-01 00:01:40"
23,0,1,"2023-02-27 19:30:03"
23,1,1,"2023-04-01 00:01:47"
23,2,1,"2023-05-01 00:02:01"
23,3,1,"2023-06-01 00:01:40"
24,0,1,"2023-02-27 19:30:03"
24,1,1,"2023-04-01 00:01:47"
24,2,1,"2023-05-01 00:02:01"
24,3,1,"2023-06-01 00:01:40"
25,0,1,"2023-02-27 19:30:03"
25,1,1,"2023-04-01 00:01:47"
25,2,1,"2023-05-01 00:02:01"
25,3,1,"2023-06-01 00:01:40"
25,4,1,"2023-07-01 00:01:56"
25,5,1,"2023-08-01 00:01:40"
26,0,1,"2023-02-27 19:30:03"
26,1,1,"2023-04-01 00:01:47"
26,2,1,"2023-05-01 00:02:01"
26,3,1,"2023-06-01 00:01:40"
27,0,1,"2023-02-27 19:30:03"
27,1,1,"2023-04-01 00:01:47"
27,2,1,"2023-05-01 00:02:01"
27,3,1,"2023-06-01 00:01:40"
28,0,1,"2023-02-27 19:30:03"
28,1,1,"2023-04-01 00:01:47"
28,2,1,"2023-05-01 00:02:01"
28,3,1,"2023-06-01 00:01:40"
29,0,1,"2023-02-27 19:30:03"
29,1,1,"2023-04-01 00:01:47"
29,2,1,"2023-05-01 00:02:01"
29,3,1,"2023-06-01 00:01:40"
30,0,1,"2023-02-27 19:30:03"
30,1,1,"2023-04-01 00:01:47"
30,2,1,"2023-05-01 00:02:01"
30,3,1,"2023-06-01 00:01:40"
31,0,1,"2023-02-27 19:30:03"
31,1,1,"2023-04-01 00:01:47"
31,2,1,"2023-05-01 00:02:01"
31,3,1,"2023-06-01 00:01:40"
32,0,1,"2023-02-27 19:30:03"
32,1,1,"2023-04-01 00:01:47"
32,2,1,"2023-05-01 00:02:01"
32,3,1,"2023-06-01 00:01:40"
32,4,1,"2023-07-01 00:01:56"
32,5,1,"2023-08-01 00:01:40"
33,2,5,"2023-05-01 00:02:01"
33,3,1,"2023-06-01 00:01:40"
34,0,1,"2023-02-27 19:30:03"
34,1,1,"2023-04-01 00:01:47"
34,2,1,"2023-05-01 00:02:01"
34,3,1,"2023-06-01 00:01:40"
34,4,1,"2023-07-01 00:01:56"
34,5,1,"2023-08-01 00:01:40"
35,0,1,"2023-02-27 19:30:03"
35,1,1,"2023-04-01 00:01:47"
35,2,1,"2023-05-01 00:02:01"
35,3,1,"2023-06-01 00:01:40"
36,0,1,"2023-02-27 19:30:03"
36,1,1,"2023-04-01 00:01:47"
36,2,1,"2023-05-01 00:02:01"
36,3,1,"2023-06-01 00:01:40"
36,4,1,"2023-07-01 00:01:56"
36,5,1,"2023-08-01 00:01:40"
38,0,1,"2023-02-27 19:30:03"
38,1,1,"2023-04-01 00:01:47"
38,2,1,"2023-05-01 00:02:01"
38,3,1,"2023-06-01 00:01:40"
39,0,1,"2023-02-27 19:30:03"
39,1,1,"2023-04-01 00:01:47"
39,2,1,"2023-05-01 00:02:01"
39,3,1,"2023-06-01 00:01:40"
39,4,1,"2023-07-01 00:01:56"
39,5,1,"2023-08-01 00:01:40"
40,0,1,"2023-02-27 19:30:03"
40,1,1,"2023-04-01 00:01:47"
40,2,1,"2023-05-01 00:02:01"
40,3,1,"2023-06-01 00:01:40"
41,0,1,"2023-02-27 19:30:03"
41,1,1,"2023-04-01 00:01:47"
41,2,1,"2023-05-01 00:02:01"
41,3,1,"2023-06-01 00:01:40"
42,0,1,"2023-02-27 19:30:03"
42,1,1,"2023-04-01 00:01:47"
42,2,1,"2023-05-01 00:02:01"
42,3,1,"2023-06-01 00:01:40"
43,0,1,"2023-02-27 19:30:03"
43,1,1,"2023-04-01 00:01:47"
43,2,1,"2023-05-01 00:02:01"
43,3,1,"2023-06-01 00:01:40"
44,0,1,"2023-02-27 19:30:03"
44,1,1,"2023-04-01 00:01:47"
44,2,1,"2023-05-01 00:02:01"
44,3,1,"2023-06-01 00:01:40"
45,0,1,"2023-02-27 19:30:03"
45,1,1,"2023-04-01 00:01:47"
45,2,1,"2023-05-01 00:02:01"
45,3,1,"2023-06-01 00:01:40"
46,0,1,"2023-02-27 19:30:03"
46,1,1,"2023-04-01 00:01:47"
46,2,1,"2023-05-01 00:02:01"
46,3,1,"2023-06-01 00:01:40"
47,0,1,"2023-02-27 19:30:03"
47,1,1,"2023-04-01 00:01:47"
47,2,1,"2023-05-01 00:02:01"
47,3,1,"2023-06-01 00:01:40"
47,4,1,"2023-07-01 00:01:56"
47,5,1,"2023-08-01 00:01:40"
48,0,1,"2023-02-27 19:30:03"
48,1,1,"2023-04-01 00:01:47"
48,2,1,"2023-05-01 00:02:01"
48,3,1,"2023-06-01 00:01:40"
48,4,1,"2023-07-01 00:01:56"
48,5,1,"2023-08-01 00:01:40"
49,0,1,"2023-02-27 19:30:03"
49,1,1,"2023-04-01 00:01:47"
49,2,1,"2023-05-01 00:02:01"
49,3,1,"2023-06-01 00:01:40"
50,0,1,"2023-02-27 19:30:03"
50,1,1,"2023-04-01 00:01:47"
50,2,1,"2023-05-01 00:02:01"
50,3,1,"2023-06-01 00:01:40"
50,4,1,"2023-07-01 00:01:56"
50,5,1,"2023-08-01 00:01:40"
52,0,1,"2023-02-27 19:30:03"
52,1,1,"2023-04-01 00:01:47"
52,2,1,"2023-05-01 00:02:01"
52,3,1,"2023-06-01 00:01:40"
53,0,1,"2023-02-27 19:30:03"
53,1,4,"2023-04-01 00:01:47"
53,2,4,"2023-05-01 00:02:01"
53,3,1,"2023-06-01 00:01:40"
54,0,1,"2023-02-27 19:30:03"
54,1,1,"2023-04-01 00:01:47"
54,2,1,"2023-05-01 00:02:01"
54,3,1,"2023-06-01 00:01:40"
55,0,1,"2023-02-27 19:30:03"
55,1,1,"2023-04-01 00:01:47"
55,2,1,"2023-05-01 00:02:01"
55,3,1,"2023-06-01 00:01:40"
56,3,1,"2023-06-01 00:01:40"
57,0,1,"2023-02-27 19:30:03"
57,1,1,"2023-04-01 00:01:47"
57,2,1,"2023-05-01 00:02:01"
57,3,1,"2023-06-01 00:01:40"
58,0,1,"2023-02-27 19:30:03"
58,1,1,"2023-04-01 00:01:47"
58,2,1,"2023-05-01 00:02:01"
58,3,1,"2023-06-01 00:01:40"
58,5,4,"2023-08-01 00:01:40"
59,0,4,"2023-02-27 19:30:03"
59,1,1,"2023-04-01 00:01:47"
59,2,4,"2023-05-01 00:02:01"
59,3,4,"2023-06-01 00:01:40"
60,0,1,"2023-02-27 19:30:03"
60,1,1,"2023-04-01 00:01:47"
60,2,1,"2023-05-01 00:02:01"
60,3,1,"2023-06-01 00:01:40"
61,0,1,"2023-02-27 19:30:03"
61,1,1,"2023-04-01 00:01:47"
61,2,1,"2023-05-01 00:02:01"
61,3,1,"2023-06-01 00:01:40"
62,0,1,"2023-02-27 19:30:03"
62,1,1,"2023-04-01 00:01:47"
62,2,1,"2023-05-01 00:02:01"
62,3,1,"2023-06-01 00:01:40"
62,4,1,"2023-07-01 00:01:56"
62,5,1,"2023-08-01 00:01:40"
63,0,1,"2023-02-27 19:30:03"
63,1,1,"2023-04-01 00:01:47"
63,2,1,"2023-05-01 00:02:01"
63,3,1,"2023-06-01 00:01:40"
64,0,1,"2023-02-27 19:30:03"
64,1,1,"2023-04-01 00:01:47"
64,2,1,"2023-05-01 00:02:01"
64,3,1,"2023-06-01 00:01:40"
65,0,1,"2023-02-27 19:30:03"
65,1,1,"2023-04-01 00:01:47"
65,2,1,"2023-05-01 00:02:01"
65,3,1,"2023-06-01 00:01:40"
66,0,1,"2023-02-27 19:30:03"
66,1,1,"2023-04-01 00:01:47"
66,2,1,"2023-05-01 00:02:01"
66,3,1,"2023-06-01 00:01:40"
67,1,4,"2023-04-01 00:01:47"
67,2,4,"2023-05-01 00:02:01"
68,0,1,"2023-02-27 19:30:03"
68,1,1,"2023-04-01 00:01:47"
68,2,1,"2023-05-01 00:02:01"
68,3,1,"2023-06-01 00:01:40"
69,0,1,"2023-02-27 19:30:03"
69,1,1,"2023-04-01 00:01:47"
69,2,1,"2023-05-01 00:02:01"
69,3,1,"2023-06-01 00:01:40"
70,0,1,"2023-02-27 19:30:03"
70,1,1,"2023-04-01 00:01:47"
70,2,1,"2023-05-01 00:02:01"
70,3,1,"2023-06-01 00:01:40"
70,4,1,"2023-07-01 00:01:56"
70,5,1,"2023-08-01 00:01:40"
71,0,4,"2023-02-27 19:30:03"
71,1,4,"2023-04-01 00:01:47"
71,2,4,"2023-05-01 00:02:01"
71,3,1,"2023-06-01 00:01:40"
72,0,1,"2023-02-27 19:30:03"
72,1,1,"2023-04-01 00:01:47"
72,2,1,"2023-05-01 00:02:01"
72,3,1,"2023-06-01 00:01:40"
73,0,1,"2023-02-27 19:30:03"
73,1,1,"2023-04-01 00:01:47"
73,2,1,"2023-05-01 00:02:01"
73,3,1,"2023-06-01 00:01:40"
74,0,1,"2023-02-27 19:30:03"
74,1,1,"2023-04-01 00:01:47"
74,2,1,"2023-05-01 00:02:01"
74,3,1,"2023-06-01 00:01:40"
75,0,1,"2023-02-27 19:30:03"
75,1,1,"2023-04-01 00:01:47"
75,2,1,"2023-05-01 00:02:01"
75,3,1,"2023-06-01 00:01:40"
76,0,1,"2023-02-27 19:30:03"
76,1,1,"2023-04-01 00:01:47"
76,2,1,"2023-05-01 00:02:01"
76,3,1,"2023-06-01 00:01:40"
77,0,1,"2023-02-27 19:30:03"
77,1,1,"2023-04-01 00:01:47"
77,2,1,"2023-05-01 00:02:01"
77,3,1,"2023-06-01 00:01:40"
78,0,1,"2023-02-27 19:30:03"
78,1,1,"2023-04-01 00:01:47"
78,2,1,"2023-05-01 00:02:01"
78,3,1,"2023-06-01 00:01:40"
79,0,1,"2023-02-27 19:30:03"
79,1,1,"2023-04-01 00:01:47"
79,2,1,"2023-05-01 00:02:01"
79,3,1,"2023-06-01 00:01:40"
80,0,1,"2023-02-27 19:30:03"
80,1,1,"2023-04-01 00:01:47"
80,2,1,"2023-05-01 00:02:01"
80,3,1,"2023-06-01 00:01:40"
81,0,1,"2023-02-27 19:30:03"
81,1,1,"2023-04-01 00:01:47"
81,2,1,"2023-05-01 00:02:01"
81,3,1,"2023-06-01 00:01:40"
82,0,1,"2023-02-27 19:30:03"
82,1,1,"2023-04-01 00:01:47"
82,2,1,"2023-05-01 00:02:01"
82,3,1,"2023-06-01 00:01:40"
83,0,1,"2023-02-27 19:30:03"
83,1,1,"2023-04-01 00:01:47"
83,2,1,"2023-05-01 00:02:01"
83,3,1,"2023-06-01 00:01:40"
84,1,4,"2023-04-01 00:01:47"
84,2,4,"2023-05-01 00:02:01"
85,0,1,"2023-02-27 19:30:03"
85,1,1,"2023-04-01 00:01:47"
85,2,1,"2023-05-01 00:02:01"
85,3,1,"2023-06-01 00:01:40"
86,0,1,"2023-02-27 19:30:03"
86,1,1,"2023-04-01 00:01:47"
86,2,1,"2023-05-01 00:02:01"
86,3,1,"2023-06-01 00:01:40"
87,0,1,"2023-02-27 19:30:03"
87,1,1,"2023-04-01 00:01:47"
87,2,1,"2023-05-01 00:02:01"
87,3,1,"2023-06-01 00:01:40"
88,0,1,"2023-02-27 19:30:03"
88,1,1,"2023-04-01 00:01:47"
88,2,1,"2023-05-01 00:02:01"
88,3,1,"2023-06-01 00:01:40"
89,0,1,"2023-02-27 19:30:03"
89,1,1,"2023-04-01 00:01:47"
89,2,1,"2023-05-01 00:02:01"
89,3,1,"2023-06-01 00:01:40"
90,1,1,"2023-04-01 00:01:47"
90,2,4,"2023-05-01 00:02:01"
92,0,1,"2023-02-27 19:30:03"
92,1,1,"2023-04-01 00:01:47"
92,2,1,"2023-05-01 00:02:01"
92,3,1,"2023-06-01 00:01:40"
93,0,1,"2023-02-27 19:30:03"
93,1,1,"2023-04-01 00:01:47"
93,2,1,"2023-05-01 00:02:01"
93,3,1,"2023-06-01 00:01:40"
94,0,1,"2023-02-27 19:30:03"
94,1,1,"2023-04-01 00:01:47"
94,2,1,"2023-05-01 00:02:01"
94,3,1,"2023-06-01 00:01:40"
95,0,1,"2023-02-27 19:30:03"
95,1,1,"2023-04-01 00:01:47"
95,2,1,"2023-05-01 00:02:01"
95,3,1,"2023-06-01 00:01:40"
95,4,1,"2023-07-01 00:01:56"
95,5,1,"2023-08-01 00:01:40"
96,0,1,"2023-02-27 19:30:03"
96,1,1,"2023-04-01 00:01:47"
96,2,1,"2023-05-01 00:02:01"
96,3,1,"2023-06-01 00:01:40"
97,0,1,"2023-02-27 19:30:03"
97,1,1,"2023-04-01 00:01:47"
97,2,1,"2023-05-01 00:02:01"
97,3,1,"2023-06-01 00:01:40"
99,0,1,"2023-02-27 19:30:03"
99,1,1,"2023-04-01 00:01:47"
99,2,1,"2023-05-01 00:02:01"
99,3,1,"2023-06-01 00:01:40"
100,0,1,"2023-02-27 19:30:03"
100,1,1,"2023-04-01 00:01:47"
100,2,1,"2023-05-01 00:02:01"
100,3,1,"2023-06-01 00:01:40"
101,0,1,"2023-02-27 19:30:03"
101,1,1,"2023-04-01 00:01:47"
101,2,1,"2023-05-01 00:02:01"
101,3,1,"2023-06-01 00:01:40"
102,0,1,"2023-02-27 19:30:03"
102,1,1,"2023-04-01 00:01:47"
102,2,1,"2023-05-01 00:02:01"
102,3,1,"2023-06-01 00:01:40"
103,0,1,"2023-02-27 19:30:03"
103,1,1,"2023-04-01 00:01:47"
103,2,1,"2023-05-01 00:02:01"
103,3,1,"2023-06-01 00:01:40"
104,0,1,"2023-02-27 19:30:03"
104,1,1,"2023-04-01 00:01:47"
104,2,1,"2023-05-01 00:02:01"
104,3,1,"2023-06-01 00:01:40"
104,4,1,"2023-07-01 00:01:56"
104,5,1,"2023-08-01 00:01:40"
105,0,1,"2023-02-27 19:30:03"
105,1,1,"2023-04-01 00:01:47"
105,2,1,"2023-05-01 00:02:01"
105,3,1,"2023-06-01 00:01:40"
107,0,1,"2023-02-27 19:30:03"
107,1,1,"2023-04-01 00:01:47"
107,2,1,"2023-05-01 00:02:01"
107,3,1,"2023-06-01 00:01:40"
108,0,1,"2023-02-27 19:30:03"
108,1,1,"2023-04-01 00:01:47"
108,2,1,"2023-05-01 00:02:01"
108,3,1,"2023-06-01 00:01:40"
110,0,1,"2023-02-27 19:30:03"
110,1,1,"2023-04-01 00:01:47"
110,2,1,"2023-05-01 00:02:01"
110,3,1,"2023-06-01 00:01:40"
110,4,1,"2023-07-01 00:01:56"
110,5,1,"2023-08-01 00:01:40"
111,0,1,"2023-02-27 19:30:03"
111,1,1,"2023-04-01 00:01:47"
111,2,1,"2023-05-01 00:02:01"
111,3,1,"2023-06-01 00:01:40"
111,4,1,"2023-07-01 00:01:56"
111,5,1,"2023-08-01 00:01:40"
112,0,1,"2023-02-27 19:30:03"
112,1,1,"2023-04-01 00:01:47"
112,2,1,"2023-05-01 00:02:01"
112,3,1,"2023-06-01 00:01:40"
113,0,1,"2023-02-27 19:30:03"
113,1,1,"2023-04-01 00:01:47"
113,2,1,"2023-05-01 00:02:01"
113,3,1,"2023-06-01 00:01:40"
114,0,4,"2023-02-27 19:30:03"
114,1,1,"2023-04-01 00:01:47"
114,2,1,"2023-05-01 00:02:01"
116,0,1,"2023-02-27 19:30:03"
116,1,1,"2023-04-01 00:01:47"
116,2,1,"2023-05-01 00:02:01"
116,3,1,"2023-06-01 00:01:40"
117,0,1,"2023-02-27 19:30:03"
117,1,1,"2023-04-01 00:01:47"
117,2,1,"2023-05-01 00:02:01"
117,3,1,"2023-06-01 00:01:40"
118,0,1,"2023-02-27 19:30:03"
118,1,1,"2023-04-01 00:01:47"
118,2,1,"2023-05-01 00:02:01"
118,3,1,"2023-06-01 00:01:40"
119,1,4,"2023-04-01 00:01:47"
119,2,4,"2023-05-01 00:02:01"
119,3,4,"2023-06-01 00:01:40"
120,0,1,"2023-02-27 19:30:03"
120,1,4,"2023-04-01 00:01:47"
120,2,4,"2023-05-01 00:02:01"
120,3,1,"2023-06-01 00:01:40"
121,0,1,"2023-02-27 19:30:03"
121,1,1,"2023-04-01 00:01:47"
121,2,1,"2023-05-01 00:02:01"
121,3,1,"2023-06-01 00:01:40"
122,0,1,"2023-02-27 19:30:03"
122,1,1,"2023-04-01 00:01:47"
122,2,1,"2023-05-01 00:02:01"
122,3,1,"2023-06-01 00:01:40"
123,0,1,"2023-02-27 19:30:03"
123,1,1,"2023-04-01 00:01:47"
123,2,1,"2023-05-01 00:02:01"
123,3,1,"2023-06-01 00:01:40"
124,0,4,"2023-02-27 19:30:03"
124,1,1,"2023-04-01 00:01:47"
124,2,1,"2023-05-01 00:02:01"
124,3,4,"2023-06-01 00:01:40"
125,0,1,"2023-02-27 19:30:03"
125,1,1,"2023-04-01 00:01:47"
125,2,1,"2023-05-01 00:02:01"
125,3,1,"2023-06-01 00:01:40"
126,0,1,"2023-02-27 19:30:03"
126,1,1,"2023-04-01 00:01:47"
126,2,1,"2023-05-01 00:02:01"
126,3,1,"2023-06-01 00:01:40"
129,0,1,"2023-02-27 19:30:03"
129,1,4,"2023-04-01 00:01:47"
129,2,4,"2023-05-01 00:02:01"
129,3,1,"2023-06-01 00:01:40"
131,0,1,"2023-02-27 19:30:03"
131,1,1,"2023-04-01 00:01:47"
131,2,4,"2023-05-01 00:02:01"
131,3,1,"2023-06-01 00:01:40"
132,0,1,"2023-02-27 19:30:03"
132,1,1,"2023-04-01 00:01:47"
132,2,1,"2023-05-01 00:02:01"
132,3,1,"2023-06-01 00:01:40"
133,1,5,"2023-04-01 00:01:47"
135,0,1,"2023-02-27 19:30:03"
135,1,1,"2023-04-01 00:01:47"
135,2,1,"2023-05-01 00:02:01"
135,3,1,"2023-06-01 00:01:40"
136,0,1,"2023-02-27 19:30:03"
136,1,1,"2023-04-01 00:01:47"
136,2,1,"2023-05-01 00:02:01"
136,3,1,"2023-06-01 00:01:40"
137,0,1,"2023-02-27 19:30:03"
137,1,1,"2023-04-01 00:01:47"
137,2,1,"2023-05-01 00:02:01"
137,3,1,"2023-06-01 00:01:40"
138,1,4,"2023-04-01 00:01:47"
140,0,1,"2023-02-27 19:30:03"
140,1,1,"2023-04-01 00:01:47"
140,2,1,"2023-05-01 00:02:01"
140,3,1,"2023-06-01 00:01:40"
141,0,1,"2023-02-27 19:30:03"
141,1,1,"2023-04-01 00:01:47"
141,2,1,"2023-05-01 00:02:01"
141,3,1,"2023-06-01 00:01:40"
141,4,1,"2023-07-01 00:01:56"
141,5,1,"2023-08-01 00:01:40"
144,0,1,"2023-02-27 19:30:03"
144,1,1,"2023-04-01 00:01:47"
144,2,1,"2023-05-01 00:02:01"
144,3,1,"2023-06-01 00:01:40"
145,0,1,"2023-02-27 19:30:03"
145,1,1,"2023-04-01 00:01:47"
145,2,1,"2023-05-01 00:02:01"
145,3,1,"2023-06-01 00:01:40"
145,4,1,"2023-07-01 00:01:56"
145,5,1,"2023-08-01 00:01:40"
146,0,1,"2023-02-27 19:30:03"
146,1,4,"2023-04-01 00:01:47"
146,2,1,"2023-05-01 00:02:01"
146,3,1,"2023-06-01 00:01:40"
147,0,1,"2023-02-27 19:30:03"
147,1,1,"2023-04-01 00:01:47"
147,2,1,"2023-05-01 00:02:01"
147,3,1,"2023-06-01 00:01:40"
148,0,4,"2023-02-27 19:30:03"
148,1,1,"2023-04-01 00:01:47"
148,2,1,"2023-05-01 00:02:01"
148,3,4,"2023-06-01 00:01:40"
149,0,1,"2023-02-27 19:30:03"
149,1,1,"2023-04-01 00:01:47"
149,2,1,"2023-05-01 00:02:01"
149,3,1,"2023-06-01 00:01:40"
150,0,1,"2023-02-27 19:30:03"
150,1,1,"2023-04-01 00:01:47"
150,2,1,"2023-05-01 00:02:01"
150,3,1,"2023-06-01 00:01:40"
150,4,1,"2023-07-01 00:01:56"
150,5,1,"2023-08-01 00:01:40"
151,0,1,"2023-02-27 19:30:03"
151,1,1,"2023-04-01 00:01:47"
151,2,1,"2023-05-01 00:02:01"
151,3,1,"2023-06-01 00:01:40"
151,5,4,"2023-08-01 00:01:40"
152,0,1,"2023-02-27 19:30:03"
152,1,1,"2023-04-01 00:01:47"
152,2,1,"2023-05-01 00:02:01"
152,3,1,"2023-06-01 00:01:40"
153,0,1,"2023-02-27 19:30:03"
153,1,1,"2023-04-01 00:01:47"
153,2,1,"2023-05-01 00:02:01"
153,3,1,"2023-06-01 00:01:40"
153,4,1,"2023-07-01 00:01:56"
153,5,1,"2023-08-01 00:01:40"
154,0,1,"2023-02-27 19:30:03"
154,1,1,"2023-04-01 00:01:47"
154,2,1,"2023-05-01 00:02:01"
154,3,1,"2023-06-01 00:01:40"
155,0,1,"2023-02-27 19:30:03"
155,1,1,"2023-04-01 00:01:47"
155,2,1,"2023-05-01 00:02:01"
155,3,1,"2023-06-01 00:01:40"
156,0,1,"2023-02-27 19:30:03"
156,1,1,"2023-04-01 00:01:47"
156,2,1,"2023-05-01 00:02:01"
156,3,1,"2023-06-01 00:01:40"
157,0,1,"2023-02-27 19:30:03"
157,1,1,"2023-04-01 00:01:47"
157,2,1,"2023-05-01 00:02:01"
157,3,1,"2023-06-01 00:01:40"
158,0,1,"2023-02-27 19:30:03"
158,1,1,"2023-04-01 00:01:47"
158,2,1,"2023-05-01 00:02:01"
158,3,1,"2023-06-01 00:01:40"
158,4,4,"2023-07-01 00:01:56"
158,5,1,"2023-08-01 00:01:40"
159,0,1,"2023-02-27 19:30:03"
159,1,1,"2023-04-01 00:01:47"
159,2,1,"2023-05-01 00:02:01"
159,3,1,"2023-06-01 00:01:40"
160,0,1,"2023-02-27 19:30:03"
160,1,1,"2023-04-01 00:01:47"
160,2,1,"2023-05-01 00:02:01"
160,3,1,"2023-06-01 00:01:40"
160,4,4,"2023-07-01 00:01:56"
160,5,1,"2023-08-01 00:01:40"
161,0,1,"2023-02-27 19:30:03"
161,1,1,"2023-04-01 00:01:47"
161,2,1,"2023-05-01 00:02:01"
161,3,1,"2023-06-01 00:01:40"
161,4,1,"2023-07-01 00:01:56"
161,5,1,"2023-08-01 00:01:40"
162,0,1,"2023-02-27 19:30:03"
162,1,1,"2023-04-01 00:01:47"
162,2,1,"2023-05-01 00:02:01"
162,3,1,"2023-06-01 00:01:40"
162,4,1,"2023-07-01 00:01:56"
162,5,1,"2023-08-01 00:01:40"
163,0,1,"2023-02-27 19:30:03"
163,1,1,"2023-04-01 00:01:47"
163,2,1,"2023-05-01 00:02:01"
163,3,1,"2023-06-01 00:01:40"
163,4,1,"2023-07-01 00:01:56"
163,5,1,"2023-08-01 00:01:40"
164,0,1,"2023-02-27 19:30:03"
164,1,1,"2023-04-01 00:01:47"
164,2,1,"2023-05-01 00:02:01"
164,3,1,"2023-06-01 00:01:40"
165,0,1,"2023-02-27 19:30:03"
165,1,1,"2023-04-01 00:01:47"
165,2,1,"2023-05-01 00:02:01"
165,3,1,"2023-06-01 00:01:40"
165,4,1,"2023-07-01 00:01:56"
165,5,1,"2023-08-01 00:01:40"
166,0,1,"2023-02-27 19:30:03"
166,1,1,"2023-04-01 00:01:47"
166,2,1,"2023-05-01 00:02:01"
166,3,1,"2023-06-01 00:01:40"
168,0,1,"2023-02-27 19:30:03"
168,1,1,"2023-04-01 00:01:47"
